,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Gde1,0.000148525,-0.29020255,0.576,0.427,1
Rpl10,0.000150236,-0.260245625,0.864,0.745,1
Clec3b,0.000150501,-1.228800223,0.194,0.091,1
Samd5,0.000153459,-2.301649997,0.079,0.017,1
Styxl1,0.000156206,-1.286973619,0.216,0.108,1
Eci1,0.000159097,-0.367096774,0.342,0.213,1
Pmepa1,0.000159285,0.518160611,0.568,0.584,1
Tox3,0.000160089,-0.688126011,0.305,0.177,1
Sacm1l,0.000160247,-0.379765393,0.308,0.186,1
Fktn,0.000165821,-0.579564832,0.29,0.169,1
Ccl11,0.000166857,-2.054735668,0.084,0.019,1
1700088E04Rik,0.000167716,-0.493934959,0.628,0.479,1
Ctsl,0.000167729,-0.134503829,0.645,0.515,1
3300002A11Rik,0.000168248,-0.247983576,0.789,0.657,1
Col8a2,0.00017019,-0.993634472,0.136,0.053,1
Ifi35,0.000176374,-0.229909556,0.653,0.512,1
Lrmda,0.000176872,0.302232275,0.712,0.654,1
Dock7,0.000178828,-0.156385405,0.333,0.222,1
Atcayos,0.000180525,-1.066681364,0.151,0.061,1
Gm26510,0.0001814,-1.888737782,0.104,0.03,1
Gfpt2,0.000181406,-1.147537582,0.189,0.086,1
0610033M10Rik,0.000182694,-1.602925591,0.132,0.047,1
Rbm39,0.00018378,-0.232147385,0.811,0.681,1
2610028H24Rik,0.000185431,-0.391772188,0.526,0.38,1
Myof,0.000185948,0.482171955,0.533,0.537,1
Prpf4b,0.000186641,-0.547203274,0.509,0.36,1
Ftl1-ps1,0.000186749,0.192616681,0.638,0.573,1
Rcan3,0.000187062,-1.779971865,0.146,0.064,1
Slk,0.000191204,0.586533856,0.298,0.285,1
Mrpl10,0.000191879,1.080263661,0.109,0.086,1
Mmp25,0.000191995,-1.874512577,0.077,0.017,1
BC051019,0.000193814,-0.374534619,0.665,0.521,1
Ccs,0.000194367,0.209113552,0.345,0.258,1
Rps13,0.000196203,-0.241374851,0.888,0.781,1
Ndufb1,0.000198139,-0.124798808,0.613,0.482,1
Ndufa11,0.000198392,-0.307850869,0.628,0.482,1
Gnmt,0.000198395,-1.992749824,0.117,0.039,1
Cds1,0.000198721,-0.303287099,0.546,0.399,1
ENSMUSG00000136034,0.000198879,0.213803518,0.965,0.967,1
Dmxl1,0.000200669,0.318192261,0.521,0.474,1
Myl1,0.000201643,-3.393323252,0.045,0.003,1
Nr6a1,0.000203534,0.454498868,0.583,0.565,1
Psmb6,0.000203628,0.171279414,0.667,0.596,1
Platr12,0.000205453,-1.728092637,0.05,0.006,1
Pdcd5,0.000207492,0.43550556,0.462,0.41,1
Pou2f2,0.000209033,-1.729781926,0.151,0.066,1
Sh3bgrl3,0.000209349,0.25338718,0.529,0.471,1
Dst,0.00020957,0.322351649,0.511,0.46,1
H2-D1,0.000210178,-0.170549842,0.72,0.584,1
Prr7,0.00021153,-1.056251482,0.114,0.039,1
4930452G13Rik,0.000212009,-2.264333417,0.072,0.014,1
Bri3,0.00021228,-0.251065189,0.764,0.629,1
Gm17106,0.000212427,-0.672342069,0.439,0.296,1
Pcsk5,0.000212487,1.366939893,0.134,0.213,1
Itgav,0.000214662,0.574082322,0.402,0.416,1
Cdc42bpa,0.000215091,2.147333294,0.042,0.114,1
Aktip,0.000215907,-0.855417132,0.28,0.158,1
Cox6b1,0.000216478,-0.167753788,0.787,0.654,1
Vdr,0.000217183,-0.332499217,0.104,0.042,1
ENSMUSG00000143756,0.000217888,-2.766566064,0.06,0.008,1
Zfp638,0.000218541,-0.4084905,0.196,0.108,1
Scd1,0.000219428,-1.364400567,0.117,0.039,1
Cblb,0.000222832,-0.179553935,0.543,0.404,1
Metrn,0.000229162,-0.369419946,0.194,0.1,1
Lima1,0.000231549,0.141183788,0.625,0.529,1
Rps4x,0.000233257,-0.365881112,0.868,0.784,1
Ppp3cb,0.000234889,-0.812803648,0.233,0.122,1
Mcrip1,0.000238337,-0.81083147,0.256,0.139,1
Syne2,0.000239116,0.402822637,0.536,0.537,1
Tmem178,0.000239163,-0.947071358,0.156,0.066,1
Chchd10,0.000239916,-0.277731822,0.913,0.848,1
Mrpl34,0.000241763,-0.366933978,0.295,0.18,1
Vps33b,0.000243227,-3.088525431,0.052,0.006,1
Cd47,0.000246037,-0.402391136,0.496,0.352,1
Col23a1,0.000248597,-1.770278242,0.112,0.036,1
Hspb6,0.000249548,-2.092626511,0.077,0.017,1
Scaf8,0.000250132,0.182813932,0.409,0.338,1
Ran,0.000250504,-0.257890197,0.449,0.316,1
Rp1,0.000251348,-0.296883013,0.811,0.684,1
Mrps21,0.000252265,0.468499469,0.432,0.418,1
Srl,0.000259037,-2.060084539,0.065,0.011,1
Rnf6,0.000260147,-0.697651414,0.253,0.139,1
Tg,0.000261738,0.11030178,0.625,0.537,1
Zfp36l1,0.000262583,-0.321500605,0.64,0.496,1
Rpl21,0.000265384,-0.26961631,0.933,0.853,1
Dynlt4,0.000267412,-0.149780772,0.665,0.526,1
Vamp8,0.000270248,0.167591953,0.682,0.607,1
Ston2,0.000270393,0.124446615,0.439,0.36,1
Ubc,0.000270601,-0.332332878,0.993,0.992,1
Phlda1,0.000271271,0.494104602,0.462,0.485,1
Uqcrh,0.00027219,-0.189131139,0.792,0.662,1
ENSMUSG00000135102,0.000272512,-0.849019116,0.241,0.127,1
Nr4a1,0.000273665,-0.166385157,0.702,0.565,1
Gm44956,0.000275508,-2.754237281,0.065,0.011,1
Il6ra,0.00027559,-0.685646376,0.357,0.224,1
Gm20610,0.000276434,-1.936701969,0.05,0.006,1
ENSMUSG00000132388,0.000280111,-3.727400473,0.027,0,1
Gm47093,0.000280111,-3.658705801,0.027,0,1
Gm27159,0.000280111,-3.61404675,0.027,0,1
Ccdc14,0.000280111,-3.493754285,0.027,0,1
ENSMUSG00000128074,0.000280111,-4.271139651,0.027,0,1
Pierce1,0.000280633,-0.332718444,0.71,0.571,1
Cherp,0.000282992,-0.386596018,0.263,0.158,1
Morn1,0.000285854,-0.575674241,0.496,0.357,1
Sesn3,0.000286712,-1.00283267,0.127,0.05,1
C3,0.000289366,0.509568323,0.467,0.463,1
Nipbl,0.000289475,0.195783283,0.514,0.452,1
Ddrgk1,0.000292323,0.122613662,0.511,0.429,1
Nkain2,0.000292893,0.169514175,0.67,0.609,1
Ndufb11,0.000293484,-0.159800697,0.613,0.479,1
Abhd6,0.000295792,-1.094491129,0.228,0.119,1
Slc1a1,0.000297819,1.075208153,0.181,0.274,1
Bcap31,0.000300475,-0.221742767,0.496,0.366,1
Ift52,0.000301716,-0.358338937,0.261,0.155,1
Ddx6,0.00030208,0.350309895,0.506,0.482,1
Bicral,0.00030451,-0.143943787,0.29,0.188,1
Spmip6,0.000304795,-0.285118927,0.819,0.698,1
Ift27,0.000306721,-0.342681236,0.447,0.31,1
Uqcr11,0.000307651,-0.232102369,0.784,0.654,1
Stpg1,0.000307826,-0.763951616,0.261,0.144,1
Pkd1,0.000307832,-0.462073808,0.313,0.194,1
Klf2,0.000307999,-0.764681669,0.278,0.161,1
Piezo1,0.000310913,-0.498969551,0.501,0.357,1
Gm41625,0.000311029,-0.855493908,0.387,0.269,1
Foxp2,0.000313153,-0.839248854,0.308,0.183,1
Gm20538,0.000313333,-0.320625269,0.337,0.213,1
Tmem50a,0.000314639,-0.275350408,0.494,0.363,1
Snrpf,0.000318188,-0.192559034,0.489,0.355,1
Amd1,0.000320157,-0.558263517,0.457,0.316,1
Cetn4,0.000325766,0.340226832,0.628,0.596,1
Bax,0.000325971,-0.256385361,0.323,0.202,1
Bola3,0.000326444,0.361224694,0.422,0.363,1
Micos13,0.000331739,-0.129756694,0.576,0.446,1
Pcolce,0.000334407,-0.331081474,0.34,0.219,1
Eno1,0.000334519,-0.281386015,0.385,0.258,1
Rbm25,0.000339834,0.383646628,0.561,0.537,1
Fas,0.000340821,-1.101931691,0.216,0.111,1
Cdk6,0.00034093,-0.191688197,0.63,0.49,1
Bad,0.000341615,-0.430147895,0.432,0.294,1
Gm21969,0.000343016,-0.791667055,0.459,0.327,1
Wdfy1,0.000343131,-0.309865177,0.484,0.349,1
Bag1,0.000348328,0.121975089,0.61,0.521,1
Pgk1,0.000348711,-0.362047082,0.434,0.299,1
Nfyb,0.000351394,-0.40384815,0.308,0.194,1
Dmrt3,0.000352324,-0.723989642,0.146,0.064,1
Tmem212,0.000355591,-0.181535082,0.878,0.77,1
Sdhb,0.000355948,-0.432320305,0.509,0.366,1
ENSMUSG00000139782,0.000361862,-2.183509545,0.089,0.025,1
Fank1,0.000362767,-0.321307948,0.576,0.432,1
Cntrl,0.000365694,-0.648503147,0.328,0.202,1
Thbd,0.000368355,-1.672502651,0.079,0.019,1
Bhlhe40,0.000368553,-0.349171076,0.325,0.216,1
Dapk1,0.00036897,0.344495645,0.427,0.393,1
Cox8a,0.000369738,-0.271643766,0.841,0.726,1
Kctd1,0.000373539,-0.780992439,0.216,0.111,1
Ndufc1,0.00037807,-0.317037836,0.635,0.493,1
Gm48099,0.000386187,1.221515721,0.114,0.213,1
Pgd,0.000386898,0.259887907,0.576,0.507,1
ENSMUSG00000122750,0.000388877,3.894661661,0,0.025,1
Zfp703,0.000389607,0.546714959,0.459,0.452,1
Gpm6b,0.00038992,-3.139959041,0.042,0.003,1
Thbs1,0.000395387,0.297829167,0.757,0.748,1
Crispld2,0.000396062,-0.793453376,0.171,0.08,1
Chst11,0.000397968,-2.261461001,0.092,0.028,1
ENSMUSG00000124268,0.000398256,-0.981089832,0.092,0.028,1
1810010H24Rik,0.000399493,-0.546795262,0.236,0.13,1
Selenow,0.000401107,-0.162118781,0.69,0.557,1
S100a13,0.000402152,0.118369973,0.603,0.501,1
2610037D02Rik,0.000407088,-0.671347031,0.27,0.155,1
ENSMUSG00000095041,0.000410597,0.45072931,0.72,0.706,1
Specc1l,0.000413996,-0.815256369,0.295,0.175,1
Anxa5,0.00041454,-0.266981717,0.752,0.62,1
Ccdc78,0.000417476,0.315315881,0.737,0.709,1
Tmem107,0.000418381,-0.465766471,0.486,0.346,1
Mfn2,0.000419203,0.563728317,0.199,0.172,1
H3f3b,0.000420842,-0.253289746,0.916,0.845,1
Svil,0.000421931,-0.184542243,0.566,0.435,1
Cebpa,0.000421967,-1.586628386,0.104,0.033,1
Serping1,0.000422235,-0.557607653,0.437,0.299,1
Ptprk,0.000422485,0.444452034,0.462,0.446,1
Ldha,0.00042518,-0.243559045,0.556,0.421,1
ENSMUSG00000141322,0.000433529,-1.557492176,0.094,0.028,1
Rae1,0.000433851,-0.395577934,0.278,0.166,1
mt-Nd4,0.000436193,-0.331915193,0.945,0.87,1
Paxx,0.000436278,-0.123177534,0.275,0.175,1
Fsd1l,0.000436425,-0.252913001,0.563,0.427,1
Rpl17,0.000439031,-0.296493257,0.906,0.839,1
ENSMUSG00000126529,0.000440228,-1.986945976,0.099,0.03,1
4930523C07Rik,0.00044222,0.365960111,0.501,0.465,1
Traf5,0.000446822,0.40352829,0.486,0.446,1
Ccn1,0.00045074,0.320491464,0.63,0.579,1
Npas1,0.000455941,-1.483669412,0.06,0.011,1
Sfr1,0.000456876,0.56694679,0.318,0.283,1
Sh3bgrl2,0.000457732,0.267244358,0.464,0.388,1
Emd,0.000459745,-0.237890639,0.457,0.335,1
5430405H02Rik,0.000460982,-1.850763342,0.084,0.022,1
Dnah12,0.000461776,-0.29598935,0.799,0.676,1
Ppp1r36dn,0.000461836,-1.24223536,0.107,0.036,1
Nup210l,0.000468022,-0.464796087,0.491,0.352,1
Cacna1a,0.000468173,0.491483416,0.3,0.269,1
Cpeb2,0.000470923,-0.147694771,0.203,0.125,1
AU023762,0.000472039,-1.809598294,0.055,0.008,1
ENSMUSG00000134618,0.000472496,-2.453615429,0.094,0.033,1
Srp9,0.000473058,-0.424805486,0.323,0.205,1
Ccdc191,0.00047321,-0.15166516,0.561,0.438,1
Celsr1,0.000480555,-0.403437532,0.39,0.263,1
Cycs,0.000482746,-0.222191845,0.385,0.269,1
ENSMUSG00000127151,0.000483277,-1.17311312,0.117,0.042,1
Gsto2,0.00048398,0.64295417,0.377,0.402,1
Etnk1,0.000484044,-0.138687135,0.509,0.391,1
Ddi2,0.000484413,0.162183301,0.285,0.227,1
Clca3a2,0.000484714,1.665526496,0.087,0.161,1
2210408F21Rik,0.000486229,-0.479717726,0.37,0.241,1
ENSMUSG00000134653,0.000486421,-2.631701853,0.062,0.011,1
Cdhr18,0.000489827,0.409585142,0.355,0.338,1
Mxd4,0.000496114,0.352230782,0.268,0.224,1
Esyt2,0.000496617,0.339935362,0.509,0.476,1
Srgn,0.000497122,-1.056518948,0.203,0.102,1
Arrb1,0.000501208,-1.270803476,0.112,0.039,1
Kpna1,0.000503209,0.497593336,0.449,0.446,1
Cd63,0.000504868,-0.39687484,0.531,0.391,1
Tmem160,0.000506117,-0.506834694,0.325,0.205,1
Ubp1,0.000507856,-0.873389135,0.206,0.105,1
Memo1,0.000509756,0.217423818,0.263,0.188,1
Klf9,0.000509775,0.312995113,0.561,0.526,1
Sf3b2,0.000512748,0.332832857,0.613,0.596,1
Acox1,0.000513277,0.688390366,0.293,0.319,1
Gfod2,0.000514078,-0.320974701,0.357,0.235,1
Pacrg,0.000519286,-0.188499007,0.685,0.554,1
Arl6,0.000520103,-0.596968153,0.233,0.127,1
Tpi1,0.000524663,0.234376257,0.677,0.62,1
Dnah6,0.000526751,0.134442613,0.861,0.789,1
Atp6v0c,0.000529036,-0.270507697,0.677,0.543,1
Ostf1,0.000533678,0.184822784,0.32,0.258,1
Tax1bp1,0.000540658,0.270950781,0.489,0.449,1
Myo18b,0.000541421,-1.60267508,0.112,0.039,1
Heg1,0.000541542,-0.64852925,0.28,0.166,1
Rpl15,0.000546198,-0.324745366,0.764,0.64,1
Gm34059,0.0005469,-1.017164668,0.191,0.094,1
Tsc22d2,0.000547432,-0.199295793,0.196,0.116,1
Hspb8,0.00055535,0.1625819,0.464,0.388,1
ENSMUSG00000142590,0.000556027,-4.030146901,0.025,0,1
ENSMUSG00000144159,0.000556027,-4.17059181,0.025,0,1
S100a9,0.000556027,-3.725731707,0.025,0,1
Tpsb2,0.000556027,-3.553031374,0.025,0,1
Trmt44,0.000556027,-3.584929124,0.025,0,1
ENSMUSG00000140511,0.000556027,-3.629635635,0.025,0,1
Gm7644,0.000556027,-3.813162536,0.025,0,1
Txnrd1,0.00055621,0.18435659,0.705,0.657,1
Thap3,0.000558274,-0.530536615,0.208,0.114,1
Ceacam1,0.00056466,0.398950326,0.541,0.518,1
Lmo4,0.000567791,-0.238511135,0.449,0.327,1
Cbx4,0.000569482,-0.42726501,0.293,0.177,1
Ndufb6,0.000569808,-0.573849552,0.395,0.263,1
Hectd1,0.000573519,0.126714248,0.638,0.557,1
Ankrd45,0.000573767,-0.602408755,0.228,0.127,1
Snx13,0.000575016,-0.288672717,0.305,0.202,1
Rps3a1,0.00057507,-0.20953791,0.913,0.825,1
Dazap1,0.000584169,-0.103864238,0.352,0.249,1
Hmgcl,0.000584231,-0.642633632,0.134,0.055,1
Gm53012,0.000586789,-0.393764517,0.752,0.645,1
Pfkfb2,0.000590671,-1.436910603,0.136,0.055,1
Rpl12,0.000602378,-0.221116935,0.801,0.681,1
Mycbpap,0.000604916,0.170613439,0.442,0.363,1
Aldoa,0.000605367,-0.142782692,0.799,0.681,1
Armh1,0.000608915,-0.790806047,0.275,0.161,1
Tecpr2,0.000609899,-0.630059554,0.372,0.244,1
Phaf1,0.000610507,0.139243493,0.325,0.249,1
Gm16004,0.00061137,-3.065576783,0.055,0.008,1
Dcaf12,0.00061253,0.369544977,0.223,0.166,1
Arfgef1,0.000613247,-0.14469304,0.442,0.332,1
Basp1,0.00061416,0.281223405,0.854,0.856,1
Potefam1,0.000620763,-2.29371481,0.055,0.008,1
AU040972,0.000624356,0.327313512,0.918,0.936,1
Rtn4,0.000635809,0.339656122,0.556,0.551,1
ENSMUSG00000141158,0.000639016,0.797101845,0.308,0.335,1
Gm15179,0.000641933,-3.715323642,0.04,0.003,1
Foxo1,0.000644439,-0.231682306,0.357,0.238,1
Zmynd10,0.000645579,-0.368965286,0.464,0.335,1
Cox8b,0.000648406,-2.222746689,0.072,0.017,1
Pafah1b1,0.000651537,-0.148922179,0.608,0.485,1
Clcn3,0.000659299,-0.220994669,0.471,0.349,1
Pltp,0.000660802,0.304178985,0.658,0.645,1
Ldb3,0.000663542,-1.996638257,0.072,0.017,1
ENSMUSG00000125197,0.000666297,-3.363963356,0.04,0.003,1
Ddr1,0.000668672,-0.182473822,0.476,0.36,1
Elof1,0.000673214,-0.259517271,0.826,0.72,1
Cipc,0.000674816,-0.707646199,0.28,0.166,1
Kctd19,0.000677207,-3.578460575,0.04,0.003,1
Mt1,0.000680352,0.171565635,0.99,1,1
Mindy4,0.000685951,-0.496055943,0.201,0.108,1
Clock,0.000686352,-0.460221655,0.362,0.238,1
Cdpf1,0.000686591,-0.358515055,0.256,0.155,1
Naxe,0.000686646,-0.367928204,0.538,0.402,1
Nars1,0.000690761,0.363873312,0.355,0.302,1
Gm37350,0.000704414,0.199163746,0.933,0.917,1
Rabgef1,0.000704493,-0.197537785,0.385,0.266,1
Ltbp4,0.000706732,-0.246231083,0.31,0.205,1
Ano6,0.000709911,-0.424158791,0.725,0.604,1
Rps20,0.000712097,-0.209003338,0.955,0.884,1
Ifitm3,0.000712881,0.219351534,0.821,0.781,1
Litaf,0.000718647,-0.329881804,0.541,0.407,1
Gbf1,0.000718787,-0.201226214,0.474,0.355,1
Fam216b,0.000727388,0.298628822,0.39,0.346,1
Mdh2,0.000728753,-0.430458452,0.561,0.424,1
Tmem43,0.000729182,0.489470296,0.288,0.277,1
Ankrd13a,0.000734226,-0.785256716,0.213,0.114,1
Gna13,0.000734825,-0.286075976,0.288,0.186,1
Rpl27a,0.000744849,-0.190607905,0.861,0.753,1
C1qa,0.000749892,-1.31295195,0.127,0.05,1
Dpf1,0.000753293,-2.710205516,0.065,0.014,1
Grin1,0.000753824,-2.920461218,0.047,0.006,1
Ugdh,0.000758234,0.120365902,0.457,0.382,1
Retreg1,0.000760064,-0.241569622,0.725,0.596,1
Gm15564,0.000764912,0.593954667,0.412,0.446,1
Ywhaz,0.000769849,0.211227711,0.7,0.648,1
Mrps12,0.000771768,-0.114769375,0.275,0.186,1
Cdc73,0.000771923,0.544472704,0.218,0.183,1
Lmna,0.000774984,-0.294848324,0.759,0.634,1
Il6st,0.000776675,-0.158106597,0.355,0.249,1
Mrtfb,0.000779229,-0.117600636,0.479,0.368,1
Sod3,0.000783483,-0.631990044,0.216,0.116,1
M6pr,0.000783735,0.425422256,0.236,0.199,1
H2az2,0.000785653,-0.260156824,0.459,0.332,1
Eif3a,0.000787902,0.748380077,0.335,0.382,1
Klrg2,0.0007896,-0.751187831,0.127,0.053,1
Chad,0.000795002,-0.477971877,0.298,0.183,1
Gm31224,0.000802879,-1.349357072,0.127,0.05,1
Gm19935,0.000804922,0.275732373,0.836,0.767,1
Puf60,0.000807936,-0.375953452,0.543,0.407,1
Babam2,0.000809674,-0.112204387,0.529,0.413,1
Cox14,0.000809877,-0.100985042,0.558,0.435,1
Lyz2,0.000811326,-0.283208087,0.975,0.928,1
Rusc1,0.000811819,-0.401933614,0.107,0.044,1
Rps5,0.000812221,-0.293618421,0.868,0.765,1
Tekt4,0.000817974,0.413555425,0.491,0.435,1
Gart,0.000819282,0.383459425,0.127,0.075,1
Sumo1,0.000821752,-0.350423255,0.377,0.258,1
Ppp1r1b,0.0008233,-1.287768077,0.084,0.025,1
Rrn3,0.000825812,-1.279329073,0.156,0.072,1
2010320M18Rik,0.000826234,-0.595564747,0.206,0.111,1
ENSMUSG00000137422,0.000831029,0.377930314,0.285,0.235,1
Slc24a4,0.000831369,0.563857922,0.171,0.116,1
Rorc,0.000831794,-0.737925752,0.141,0.064,1
Metrnl,0.000839767,-0.799772171,0.124,0.05,1
Ramp1,0.000839797,-0.182196242,0.481,0.36,1
Ufd1,0.000842204,-0.684462367,0.211,0.114,1
Fkbp8,0.000849365,0.26213077,0.536,0.501,1
Upf3b,0.000849433,-0.396578181,0.325,0.213,1
Ift74,0.00084953,-0.173447512,0.568,0.443,1
Gm57787,0.000850302,-0.574474186,0.122,0.05,1
Ddx5,0.00085183,-0.180274992,0.821,0.706,1
Cdhr3,0.000851879,0.16200886,0.782,0.729,1
Use1,0.00085255,-0.241055505,0.337,0.23,1
Fbxo34,0.000858335,-0.583356692,0.372,0.247,1
Cfap20,0.000860411,-0.612490434,0.471,0.355,1
Gm27188,0.000863678,-1.376837495,0.211,0.119,1
Igkv1-110,0.000867523,4.105021523,0.002,0.036,1
Lmntd1,0.000875013,-0.47726145,0.457,0.324,1
Pgap4,0.000875564,-2.381958873,0.065,0.014,1
Rab14,0.000876889,-0.392683291,0.496,0.363,1
Noct,0.000880238,-0.439399401,0.462,0.33,1
Baz2a,0.000881461,-0.233650573,0.392,0.271,1
Psmb5,0.000888224,-0.184838897,0.546,0.416,1
ENSMUSG00000139695,0.000888668,-1.368335467,0.104,0.036,1
Cfap95,0.000894689,-0.302744703,0.357,0.249,1
Tkt,0.000895212,0.234724858,0.603,0.565,1
Prpf6,0.000895453,-0.546286515,0.347,0.227,1
Cfap74,0.000895801,0.141584174,0.511,0.443,1
Zfr,0.000898395,-0.233653237,0.494,0.371,1
Cldn4,0.00090042,0.290566602,0.801,0.823,1
Calm2,0.000911131,-0.137100833,0.764,0.643,1
Ywhab,0.000918149,-0.190423701,0.352,0.247,1
Nr2f6,0.000920407,0.693627835,0.238,0.211,1
Psap,0.00092491,0.401038142,0.653,0.651,1
Ptpn20,0.000926897,-0.561388146,0.199,0.105,1
Prdx3,0.000934407,-1.898764465,0.119,0.05,1
Ly6k,0.000936314,1.346807393,0.062,0.141,1
Cdc14a,0.000938694,-0.351516224,0.764,0.648,1
Slurp1,0.000948903,-0.927645614,0.114,0.044,1
Ncald,0.000952607,-0.900085453,0.136,0.061,1
Smtnl2,0.000958318,-1.371915767,0.065,0.014,1
Zbtb7a,0.000973238,0.439892672,0.61,0.582,1
Cald1,0.000976502,-0.230771211,0.625,0.501,1
Uqcrc1,0.000977029,-0.428640913,0.479,0.346,1
Thoc2,0.000978606,-0.798953126,0.268,0.158,1
Ralgds,0.000993192,0.214632572,0.313,0.244,1
Cdk13,0.001000707,0.459695539,0.288,0.258,1
Anxa13,0.001001332,-1.279571,0.129,0.053,1
Aqp3,0.001003372,0.199652514,0.422,0.357,1
Tenm3,0.001013066,-0.651896861,0.119,0.053,1
Blnk,0.001014001,-0.616143997,0.28,0.172,1
Atg101,0.00101416,0.328094342,0.223,0.172,1
Cobll1,0.001014612,-0.661529936,0.156,0.075,1
Ccnc,0.001016302,-0.30333938,0.261,0.163,1
Pln,0.001018062,-3.552643992,0.045,0.006,1
Mtm1,0.001018416,0.292004049,0.109,0.072,1
Hsp90b1,0.001024574,0.207515653,0.797,0.751,1
Ulk2,0.001027972,-0.751416815,0.444,0.324,1
Ccdc40,0.001032117,-0.115635876,0.573,0.454,1
Tdrd7,0.001033036,-0.374168122,0.325,0.211,1
Srsf2,0.001038962,-0.370494181,0.442,0.313,1
Fbln2,0.00103998,-1.420753097,0.079,0.022,1
Dnaja2,0.001040109,-0.286599319,0.499,0.368,1
Rac1,0.001042414,-0.245672118,0.526,0.396,1
Cldn12,0.001044138,-1.426871489,0.139,0.061,1
ENSMUSG00000143461,0.001054112,-2.277705172,0.052,0.008,1
Sulf2,0.00106433,-0.934520383,0.032,0.003,1
Atp6v1b1,0.001072963,-0.450561919,0.107,0.044,1
Mrpl12,0.001074506,-0.224593455,0.305,0.205,1
Spata7,0.001075183,-0.711995574,0.28,0.169,1
Ttll9,0.001076332,-0.255003221,0.288,0.188,1
Ehmt2,0.001077897,0.848163002,0.256,0.252,1
Pgam1,0.001083168,-0.346535534,0.33,0.219,1
D830026I12Rik,0.001086805,-0.782144533,0.226,0.125,1
Raly,0.001089379,0.123814782,0.529,0.452,1
1600020E01Rik,0.001089884,-0.888921734,0.226,0.125,1
Gpr132,0.001102163,-2.570680503,0.062,0.014,1
Dnah17,0.00110275,-2.193032023,0.089,0.03,1
Gm56948,0.001104099,-0.521294706,0.114,0.053,1
ENSMUSG00000139043,0.001105311,-0.681681863,0.203,0.108,1
ENSMUSG00000135512,0.001105959,-3.76986325,0.022,0,1
Il22ra2,0.001105959,-3.835721325,0.022,0,1
ENSMUSG00000122339,0.001105959,-3.970329299,0.022,0,1
ENSMUSG00000129045,0.001105959,-3.431214141,0.022,0,1
ENSMUSG00000140995,0.001105959,-4.504786312,0.022,0,1
ENSMUSG00000131484,0.001105959,-3.521705259,0.022,0,1
Cd209f,0.001105959,-3.755386154,0.022,0,1
Gm33206,0.001105959,-4.002644322,0.022,0,1
ENSMUSG00000136016,0.001105959,-3.591468293,0.022,0,1
Septin3,0.001105959,-3.949064878,0.022,0,1
Gm34078,0.001105959,-4.893501124,0.022,0,1
Gm973,0.001107042,0.148384972,0.762,0.698,1
Lrrc34,0.001108958,0.149413449,0.226,0.158,1
Arfgap3,0.001110217,-0.176041038,0.474,0.357,1
Cfap53,0.001110537,0.182653955,0.531,0.468,1
ENSMUSG00000132432,0.001116298,-1.860715059,0.074,0.019,1
Dnah9,0.001118549,-0.108135837,0.846,0.742,1
Aco2,0.0011219,0.236823853,0.491,0.427,1
Ythdc1,0.001123415,-0.148923807,0.551,0.429,1
Muc12,0.001132669,0.845504764,0.275,0.338,1
Kcmf1,0.001133118,0.171767227,0.392,0.33,1
ENSMUSG00000139803,0.00113744,-0.354168579,0.253,0.158,1
Eif4g2,0.001141854,0.192915631,0.551,0.488,1
Ndufa13,0.001145075,-0.223998463,0.799,0.684,1
Wipf2,0.001146945,-0.304527874,0.32,0.213,1
Ptprm,0.001148532,-0.949758899,0.129,0.055,1
Cfap157,0.001149406,0.278605919,0.266,0.197,1
Ttc39a,0.001153467,-0.287368271,0.516,0.385,1
Rpl23,0.001177676,-0.244428484,0.953,0.9,1
Atp8b5,0.001180559,0.904713683,0.191,0.233,1
Laptm5,0.001182462,-1.488052655,0.132,0.055,1
Krcc1,0.001183315,-0.342661285,0.352,0.241,1
1300002E11Rik,0.001186477,-0.41649526,0.151,0.075,1
ENSMUSG00000139891,0.001189108,0.946385513,0.132,0.136,1
Wfdc13,0.001200857,-0.161668339,0.04,0.008,1
Efcab6,0.001201282,-0.530817454,0.474,0.343,1
Hspa1b,0.001213646,-0.734830597,0.196,0.102,1
Srek1,0.001215709,-0.133285558,0.519,0.402,1
Smndc1,0.001216192,-0.245260004,0.36,0.249,1
Slc39a4,0.001216276,0.94209519,0.243,0.341,1
Rassf1,0.001221189,0.331093357,0.233,0.169,1
Nsd2,0.001223374,0.6135142,0.231,0.219,1
Rps27,0.001226434,-0.267042396,0.955,0.917,1
Ubxn11,0.001229572,-0.14315163,0.546,0.427,1
Cct7,0.001231658,0.151348977,0.625,0.551,1
Cd4,0.001232304,-2.810929874,0.057,0.011,1
Synj1,0.001234864,-0.38703758,0.367,0.252,1
Ift81,0.001235395,-0.188681081,0.501,0.382,1
Eif1ax,0.00125103,-0.159554219,0.318,0.211,1
Fam171b,0.001254452,-0.333032729,0.141,0.075,1
Mvp,0.001256095,0.692223148,0.295,0.321,1
Gm7457,0.001264746,-4.051806378,0.037,0.003,1
Igf2bp3,0.001273593,-2.975045112,0.045,0.006,1
Unc13d,0.001273657,-0.382931122,0.285,0.18,1
Asb18,0.001280729,-3.160018864,0.037,0.003,1
Ric8b,0.001287789,-1.485314065,0.114,0.044,1
Mef2c,0.00130212,-3.008094809,0.045,0.006,1
Lamb3,0.001307458,-0.387487318,0.112,0.053,1
Nnat,0.00131056,-3.028196807,0.045,0.006,1
